,ADM0_NAME,ADM1_NAME,population
2074,Islamic Republic of Iran,Sistan-o baluchestan,2541104
2075,Islamic Republic of Iran,Tehran,15368257
2076,Islamic Republic of Iran,West Azarbayejan,3278952
2077,Islamic Republic of Iran,Yazd,1096524
2078,Islamic Republic of Iran,Zanjan,1090211
2079,Islamic Republic of Iran,Ardebil,1300542
2080,Islamic Republic of Iran,Golestan,1870798
2081,Islamic Republic of Iran,Ghazvin,1295591
2082,Islamic Republic of Iran,Ghom,1265389
2083,Pakistan,Administrative unit not available,3015012
2084,Pakistan,Administrative unit not available,935935
2085,India,Administrative unit not available,172831
2086,India,Administrative unit not available,364517
2087,India,Administrative unit not available,1889590
2088,India,Administrative unit not available,1507759
2089,India,Administrative unit not available,919551
2090,India,Administrative unit not available,1240736
2091,India,Administrative unit not available,267761
2092,India,Administrative unit not available,1832910
2093,India,Administrative unit not available,798972
2094,India,Administrative unit not available,4699263
2095,Sri Lanka,Central,2774930
2096,Sri Lanka,Eastern,1368129
2097,Sri Lanka,North Central,1232133
2098,Sri Lanka,North Western,2596340
2099,Sri Lanka,Northern,967455
2100,Sri Lanka,Sabaragamuwa,1961219
2101,Sri Lanka,Southern,2505602
2102,Sri Lanka,Uva,1338886
2103,Sri Lanka,Western,5793273
2104,Bhutan,Bumthang,19645
2105,Bhutan,Chhukha,110593
2106,Bhutan,Dagana,22649
2107,Bhutan,Gasa,5320
2108,Bhutan,Haa,12742
2109,Bhutan,Lhuentse,17769
2110,Bhutan,Monggar,42860
2111,Bhutan,Paro,42298
2112,Bhutan,Pemagatshel,17761
2113,Bhutan,Punakha,21945
2114,Bhutan,Samdrupjongkhar,61022
2115,Bhutan,Samtse,84841
2116,Bhutan,Sarpang,48335
2117,Bhutan,Thimphu,110438
2118,Bhutan,Trashigang,58924
2119,Bhutan,Trashiyangtse,21525
2120,Bhutan,Trongsa,16783
2121,Bhutan,Tsirang,22570
2122,Bhutan,Wangduephodrang,36559
2123,Bhutan,Zhemgang,22336
2124,Bangladesh,Barisal,9089822
2125,Bangladesh,Chittagong,30163630
2126,Bangladesh,Dhaka,54073464
2127,Bangladesh,Khulna,16411910
2128,Bangladesh,Sylhet,13377701
2129,Bangladesh,Rajshahi,19729172
2130,Bangladesh,Rangpur,17169772
2131,Afghanistan,Badakhshan,1342899
2132,Afghanistan,Badghis,594734
2133,Afghanistan,Baghlan,1093001
2134,Afghanistan,Balkh,1507373
2135,Afghanistan,Bamyan,540972
2136,Afghanistan,Farah,612310
2137,Afghanistan,Faryab,1156127
2138,Afghanistan,Ghazni,1505259
2139,Afghanistan,Ghor,836181
2140,Afghanistan,Hilmand,1112570
2141,Afghanistan,Hirat,2200798
2142,Afghanistan,Jawzjan,667592
2143,Afghanistan,Kabul,4935271
2144,Afghanistan,Kandahar,1474948
2145,Afghanistan,Kapisa,485896
2146,Afghanistan,Khost,716402
2147,Afghanistan,Kunar,550929
2148,Afghanistan,Kunduz,1198322
2149,Afghanistan,Laghman,529703
2150,Afghanistan,Logar,475029
2151,Afghanistan,Nangarhar,1826436
2152,Afghanistan,Nimroz,196425
2153,Afghanistan,Nuristan,188476
2154,Afghanistan,Paktika,539943
2155,Afghanistan,Paktya,656335
2156,Afghanistan,Samangan,471496
2157,Afghanistan,Sar-e-Pul,682842
2158,Afghanistan,Takhar,1191745
2159,Afghanistan,Wardak,705887
2160,Afghanistan,Zabul,368449
2161,Afghanistan,Daykundi,528113
2162,Afghanistan,Panjsher,147935
2163,Afghanistan,Parwan,856082
2164,Afghanistan,Uruzgan,422155
2165,Oman,A Dakhliya,573802
2166,Oman,A Sharqiya,532644
2167,Oman,Al Batnah,1221320
2168,Oman,Al Dhahira,316048
2169,Oman,Al Wusta,46373
2170,Oman,Dhofar,440058
2171,Oman,Musandam,45771
2172,Oman,Muscat,1300962
2173,Oman,Name Unknown,59432
2174,Kuwait,Al Farwaniyah,1171003
2175,Kuwait,Al Ahmadi,759112
2176,Kuwait,Al Jahrah,413879
2177,Kuwait,Al Kuwayt,400751
2178,Kuwait,Hawalli,1057987
2179,West Bank and Gaza,Al Khalil (Hebron),721186
2180,West Bank and Gaza,Al Quds (Jerusalem),394279
2181,West Bank and Gaza,Ariha (Jericho),61731
2182,West Bank and Gaza,Bethlehem,244385
2183,West Bank and Gaza,Jenin,316150
2184,West Bank and Gaza,Nablus,384569
2185,West Bank and Gaza,Qalqiliya,106594
2186,West Bank and Gaza,Ramallah,337041
2187,West Bank and Gaza,Salfit,73381
2188,West Bank and Gaza,Tubas,68330
2189,West Bank and Gaza,Tulkarm,179284
2190,West Bank and Gaza,Administrative unit not available,0
2191,Georgia,Abkhazia Aut. Rep.,410966
2192,Georgia,Adjara Aut. Rep.,302564
2193,Georgia,Guria,116142
2194,Georgia,Imereti,564829
2195,Georgia,Kakheti,329534
2196,Georgia,Kvemo Kartli,424335
2197,Georgia,Mtskheta-Mtianeti,89212
2198,Georgia,Racha-Lechkhumi and Kvemo (lower) Svaneti,34887
2199,Georgia,Samergelo and Zemo (upper) Svaneti,387430
2200,Georgia,Samtskhe-Javakheti,172234
2201,Georgia,Shida Kartli,253029
2202,Georgia,Tbilisi,904962
2203,Qatar,Ad Dawhah,349102
2204,Qatar,Al Ghuwayriyah,5392
2205,Qatar,Al Jumayliyah,31717
2206,Qatar,Al Khawr,559003
2207,Qatar,Al-wakrah,298351
2208,Qatar,Ar Rayyan,837748
2209,Qatar,Ash Shamal,16732
2210,Qatar,Umm Salal,72647
2211,Qatar,Jarayan Al Batnah,57625
2212,Republic of Yemen,Amanat Al Asimah,4477911
2213,Republic of Yemen,Hadramaut,883335
2214,Republic of Yemen,Raymah,608373
2215,Republic of Yemen,Sana'a,2608051
2216,Republic of Yemen,Aden,1137085
2217,Republic of Yemen,Abyan,382358
2218,Republic of Yemen,Al Bayda,464521
2219,Republic of Yemen,Al Dhale'e,315784
2220,Republic of Yemen,Al Hudaydah,2442960
2221,Republic of Yemen,Al Jawf,291800
2222,Republic of Yemen,Al Maharah,120543
2223,Republic of Yemen,Al Mahwit,480139
2224,Republic of Yemen,Amran,649250
2225,Republic of Yemen,Dhamar,1916660
2226,Republic of Yemen,Hajjah,1413350
2227,Republic of Yemen,Ibb,2482924
2228,Republic of Yemen,Lahj,741829
2229,Republic of Yemen,Marib,282453
2230,Republic of Yemen,Sa'ada,666516
2231,Republic of Yemen,Shabwah,461976
2232,Republic of Yemen,Taizz,3986106
2233,Bahrain,Central Region,131569
2234,Bahrain,Hamad Town,19519
2235,Bahrain,Hawar Island,24
2236,Bahrain,Hidd,4696
2237,Bahrain,Isa Town,62268
2238,Bahrain,Jidhafs,104632
2239,Bahrain,Manama,170718
2240,Bahrain,Muharraq,86260
2241,Bahrain,Northern Region,51962
2242,Bahrain,Riffa,146028
2243,Bahrain,Sitra,68982
2244,Bahrain,Western Region,149092
2245,Cyprus,Famagusta,200045
2246,Cyprus,Girne (Kyrenia),62186
2247,Cyprus,Larnaca,127499
2248,Cyprus,Nicosia,356153
2249,Cyprus,Paphos,91824
2250,West Bank and Gaza,Deir al Balah,264724
2251,West Bank and Gaza,Gaza,618441
2252,West Bank and Gaza,Jabalya,337716
2253,West Bank and Gaza,Khan Yunis,329150
2254,West Bank and Gaza,Rafah,242444
2255,Lebanon,Beirut,461223
2256,Lebanon,Bekaa,672381
2257,Lebanon,Mount Lebanon,2276332
2258,Lebanon,Nabatiye,424592
2259,Lebanon,North,826213
2260,Lebanon,South,605496
2261,Saudi Arabia,Asir,2226974
2262,Saudi Arabia,Baha,479317
2263,Saudi Arabia,Eastern Province,4985382
2264,Saudi Arabia,Hail,687232
2265,Saudi Arabia,Jawf,501127
2266,Saudi Arabia,Jizan,1545596
2267,Saudi Arabia,Madinah,2062081
2268,Saudi Arabia,Makkah,7976509
2269,Saudi Arabia,Najran,582966
2270,Saudi Arabia,Northern Frontier,378062
2271,Saudi Arabia,Quassim,1413228
2272,Saudi Arabia,Riyad,7878398
2273,Saudi Arabia,Tabuk,906444
2274,Turkey,Adana,1774379
2275,Turkey,Adiyaman,594040
2276,Turkey,Afyon,673116
2277,Turkey,Agri,596043
2278,Turkey,Aksaray,369413
2279,Turkey,Amasya,311964
2280,Turkey,Ankara,5415379
2281,Turkey,Antalya,2026322
2282,Turkey,Ardahan,103860
2283,Turkey,Artvin,150557
2284,Turkey,Aydin,976012
2285,Turkey,Balikesir,1195324
2286,Turkey,Bartin,158479
2287,Turkey,Batman,578746
2288,Turkey,Bayburt,70221
2289,Turkey,Bilecik,245562
2290,Turkey,Bingol,267310
2291,Turkey,Bitlis,295977
2292,Turkey,Bolu,677271
2293,Turkey,Burdur,272568
2294,Turkey,Bursa,2985794
2295,Turkey,Canakkale,535351
2296,Turkey,Cankiri,146972
2297,Turkey,Corum,543070
2298,Turkey,Denizli,1059563
2299,Turkey,Diyarbakir,1639928
2300,Turkey,Edirne,394994
2301,Turkey,Elazig,579090
2302,Turkey,Erzincan,191784
2303,Turkey,Erzurum,708326
2304,Turkey,Eskisehir,754601
2305,Turkey,Gaziantep,1907844
2306,Turkey,Giresun,418701
2307,Turkey,Gumushane,128190
2308,Turkey,Hakkari,291945
2309,Turkey,Hatay,1601187
2310,Turkey,Icel,1863213
2311,Turkey,Igdir,187566
2312,Turkey,Isparta,469653
2313,Turkey,Istanbul,14283557
2314,Turkey,Izmir,4121635
2315,Turkey,K.maras,1211970
2316,Turkey,Karabuk,260275
2317,Turkey,Karaman,262085
2318,Turkey,Kars,285566
2319,Turkey,Kastamonu,361605
2320,Turkey,Kayseri,1413155
2321,Turkey,Kilis,129467
2322,Turkey,Kirikkale,271690
2323,Turkey,Kirklareli,341000
2324,Turkey,Kirsehir,205937
2325,Turkey,Kocaeli,1358767
2326,Turkey,Konya,2079373
2327,Turkey,Kutahya,605637
2328,Turkey,Malatya,732277
2329,Turkey,Manisa,1518655
2330,Turkey,Mardin,693757
2331,Turkey,Mugla,859259
2332,Turkey,Mus,412155
2333,Turkey,Nevsehir,316775
2334,Turkey,Nigde,333571
2335,Turkey,Ordu,671652
2336,Turkey,Osmaniye,505149
2337,Turkey,Rize,316613
2338,Turkey,Sakarya,938764
2339,Turkey,Samsun,1316622
2340,Turkey,Sanliurfa,1835179
2341,Turkey,Siirt,367780
2342,Turkey,Sinop,193629
2343,Turkey,Sirnak,498279
2344,Turkey,Sivas,648618
2345,Turkey,Tekirdag,862186
2346,Turkey,Tokat,562860
2347,Turkey,Trabzon,681203
2348,Turkey,Tunceli,78473
2349,Turkey,Usak,372469
2350,Turkey,Van,1155520
2351,Turkey,Yalova,260080
2352,Turkey,Yozgat,440268
2353,Turkey,Zonguldak,658360
2354,Iraq,Anbar,1699932
2355,Iraq,Basrah,2800800
2356,Iraq,Muthanna,777868
2357,Iraq,Qadissiya,1244228
2358,Iraq,Najaf,1429110
2359,Iraq,Erbil,1991754
2360,Iraq,Kirkuk,1550360
2361,Iraq,Babil,1986592
2362,Iraq,Baghdad,7792585
2363,Iraq,Thi-Qar,2013234
2364,Iraq,Dahuk,895099
2365,Iraq,Diyala,1652048
2366,Iraq,Kerbala,1187050
2367,Iraq,Missan,1056999
2368,Iraq,Ninewa,3493158
2369,Iraq,Salah al-Din,1552788
2370,Iraq,Sulaymaniyah,2022142
2371,Iraq,Wassit,1246195
2372,Jordan,Zarqa,1074644
2373,Jordan,Ajloon,181638
2374,Jordan,Amman,2906897
2375,Jordan,Aqaba,161846
2376,Jordan,Irbid,1385929
2377,Jordan,Jarash,231767
2378,Jordan,Karak,293432
2379,Jordan,Ma'an,134948
2380,Jordan,Madaba,187609
2381,Jordan,Mafraq,410485
2382,Jordan,Tafiela,108514
2383,Jordan,Balqa,526764
2384,Syrian Arab Republic,Al_Qunaytirah,91621
2385,Syrian Arab Republic,Aleppo,4180187
2386,Syrian Arab Republic,As_Suweida,335265
2387,Syrian Arab Republic,City_Damascus,1389445
2388,Syrian Arab Republic,Damascus,2534607
2389,Syrian Arab Republic,Dara,871284
2390,Syrian Arab Republic,Dayr_Az_Zor,1083830
2391,Syrian Arab Republic,Hama,1356084
2392,Syrian Arab Republic,Hassakeh,1291914
2393,Syrian Arab Republic,Homs,1560176
2394,Syrian Arab Republic,Idleb,1299358
2395,Syrian Arab Republic,Lattakia,872102
2396,Syrian Arab Republic,Raqqa,812834
2397,Syrian Arab Republic,Tartous,690609
2398,Israel,Central District,2081878
2399,Israel,Haifa,896484
2400,Israel,Jerusalem,948193
2401,Israel,Northern,1350860
2402,Israel,Southern District,1148320
2403,Israel,Tel Aviv,1319951
2404,Azerbaijan,Absheron,1473736
2405,Azerbaijan,Aran,1939082
2406,Azerbaijan,Daghlig Shirvan,303229
2407,Azerbaijan,Ganja-Gazakh,1243412
2408,Azerbaijan,Guba-Khachmaz,467409
2409,Azerbaijan,Kalbajar-Lachin,255683
2410,Azerbaijan,Lankaran,868170
2411,Azerbaijan,Nakhchivan,418073
2412,Azerbaijan,Shaki-Zaqatala,583270
2413,Azerbaijan,Yukhari Garabakh,645227
2414,Azerbaijan,Administrative unit not available,1537074
2415,Armenia,Aragatsotn,133026
2416,Armenia,Ararat,264579
2417,Armenia,Armavir,262698
2418,Armenia,Gergharkunik,251754
2419,Armenia,Kotayk,266390
2420,Armenia,Lori,234180
2421,Armenia,Shirak,250487
2422,Armenia,Syunik,140781
2423,Armenia,Tavush,125559
2424,Armenia,Vayots Dzor,52100
2425,Armenia,Yerevan,1037870
2426,United Arab Emirates,Abu Dhabi,2657835
2427,United Arab Emirates,Dubai,3153842
2428,United Arab Emirates,Ras Al Khaimah,373715
2429,United Arab Emirates,Sharjah,1762190
2430,United Arab Emirates,Umm AL Quwain,85988
2431,United Arab Emirates,Ajman,372442
2432,United Arab Emirates,Fujairah,261196
2433,Moldova,Balti,0
2434,Moldova,Cahul,0
2435,Moldova,Chisinau,0
2436,Moldova,Dubasari,0
2437,Moldova,Edinet,0
2438,Moldova,Gagauzia,0
2439,Moldova,Lapusna,0
2440,Moldova,Orhei,0
2441,Moldova,Soroca,0
2442,Moldova,Tighina,0
2443,Moldova,Ungheni,0
2444,Hungary,Bacs-kiskun,0
2445,Hungary,Baranya,0
2446,Hungary,Bekes,0
2447,Hungary,Borsod-abauj-zemplen,0
2448,Hungary,Budapest,0
2449,Hungary,Csongrad,0
2450,Hungary,Fejer,0
2451,Hungary,Gyor-moson-sopron,0
2452,Hungary,Hajdu-bihar,0
2453,Hungary,Heves,0
2454,Hungary,Jasz-nagykun-szolnok,0
2455,Hungary,Komarom-esztergom,0
2456,Hungary,Nograd,0
2457,Hungary,Pest,0
2458,Hungary,Somogy,0
2459,Hungary,Szabolcs-szatmar-bereg,0
2460,Hungary,Tolna,0
2461,Hungary,Vas,0
2462,Hungary,Veszprem,0
2463,Hungary,Zala,0
2464,Romania,Alba,0
2465,Romania,Arad,0
2466,Romania,Arges,0
2467,Romania,Bacau,0
2468,Romania,Bihor,0
2469,Romania,Bistrita-nasaud,0
2470,Romania,Botosani,0
2471,Romania,Braila,0
2472,Romania,Brasov,0
2473,Romania,Bucuresti,0
2474,Romania,Buzau,0
2475,Romania,Calarasi,0
2476,Romania,Caras-severin,0
2477,Romania,Cluj,0
2478,Romania,Constanta,0
2479,Romania,Covasna,0
2480,Romania,Dimbovita,0
2481,Romania,Dolj,0
2482,Romania,Galati,0
2483,Romania,Giurgiu,0
2484,Romania,Gorj,0
2485,Romania,Harghita,0
2486,Romania,Hunedoara,0
2487,Romania,Ialomita,0
2488,Romania,Iasi,0
2489,Romania,Maramures,0
2490,Romania,Mehedinti,0
2491,Romania,Mures,0
2492,Romania,Neamt,0
2493,Romania,Olt,0
2494,Romania,Prahova,0
2495,Romania,Salaj,0
2496,Romania,Satu Mare,0
2497,Romania,Sibiu,0
2498,Romania,Suceava,0
2499,Romania,Teleorman,0
2500,Romania,Timis,0
2501,Romania,Tulcea,0
2502,Romania,Vaslui,0
2503,Romania,Vilcea,0
2504,Romania,Vrancea,0
2505,Poland,Dolnoslaskie,0
2506,Poland,Kujawsko-Pomorskie,0
2507,Poland,Lodzkie,0
2508,Poland,Lubeiskie,0
2509,Poland,Lubuskie,0
2510,Poland,Malopolske,0
2511,Poland,Mazowieckie,0
2512,Poland,Opolskie,0
2513,Poland,Podkarpackie,0
2514,Poland,Podlaskie,0
2515,Poland,Pomorskie,0
2516,Poland,Slaskie,0
2517,Poland,Swietokrzyskie,0
2518,Poland,Warminsko-Mazurskie,0
2519,Poland,Wielkopolskie,0
2520,Poland,Zachodnio-Pomorskie,0
2521,Ukraine,Cherkas'ka,0
2522,Ukraine,Chernihivs'ka,0
2523,Ukraine,Chernivets'ka,0
2524,Ukraine,Dnipropetrovs'ka,0
2525,Ukraine,Donets'ka,0
2526,Ukraine,Ivano-frankivs'ka,0
2527,Ukraine,Kharkivs'ka,0
2528,Ukraine,Khersons'ka,0
2529,Ukraine,Khmel'nyts'ka,0
2530,Ukraine,Kirovohrads'ka,0
2531,Ukraine,Krym,0
2532,Ukraine,Kyyivs'ka,0
2533,Ukraine,L'vivs'ka,0
2534,Ukraine,Luhans'ka,0
2535,Ukraine,Mykolayivs'ka,0
2536,Ukraine,Odes'ka,0
2537,Ukraine,Poltavs'ka,0
2538,Ukraine,Rivnens'ka,0
2539,Ukraine,Sums'ka,0
2540,Ukraine,Ternopil's'ka,0
2541,Ukraine,Vinnyts'ka,0
2542,Ukraine,Volyns'ka,0
2543,Ukraine,Zakarpats'ka,0
2544,Ukraine,Zaporiz'ka,0
2545,Ukraine,Zhytomyrs'ka,0
2546,Czech Republic,Jihocesky,0
2547,Czech Republic,Jihomoravsky,0
2548,Czech Republic,Praha,0
2549,Czech Republic,Severocesky,0
2550,Czech Republic,Severomoravsky,0
2551,Czech Republic,Stredocesky,0
2552,Czech Republic,Vychodocesky,0
2553,Czech Republic,Zapadocesky,0
2554,Russian Federation,Adygeya Rep.,0
2555,Russian Federation,Aginskiy Buryatskiy A. Okrug,0
2556,Russian Federation,Altay Rep.,10
2557,Russian Federation,Altayskiy Kray,1126
2558,Russian Federation,Amurskaya Oblast,1788
2559,Russian Federation,Arkhangelskaya Oblast,0
2560,Russian Federation,Astrakhanskaya Oblast,21
2561,Russian Federation,Bashkortostan Rep.,0
2562,Russian Federation,Belgorodskaya Oblast,0
2563,Russian Federation,Bryanskaya Oblast,0
2564,Russian Federation,Buryatiya Rep.,6
2565,Russian Federation,Chechnya Rep.,0
2566,Russian Federation,Chelyabinskaya Oblast,38
2567,Russian Federation,Chitinskaya Oblast,262
2568,Russian Federation,Chukotskiy Okrug,0
2569,Russian Federation,Chuvashiya Rep.,0
2570,Russian Federation,Dagestan Rep.,123
2571,Russian Federation,Evenkiyskiy Okrug,0
2572,Russian Federation,Ingushetiya Rep.,0
2573,Russian Federation,Irkutskaya Oblast,0
2574,Russian Federation,Ivanovskaya Oblast,0
2575,Russian Federation,Kabardino-balkariya Rep.,0
2576,Russian Federation,Kaliningradskaya Oblast,0
2577,Russian Federation,Kalmykiya Rep.,0
2578,Russian Federation,Kaluzhskaya Oblast,0
2579,Russian Federation,Kamchatskaya Oblast,0
2580,Russian Federation,Karatchayevo-cherkesiya Rep.,15
2581,Russian Federation,Karelya Rep.,0
2582,Russian Federation,Kemerovskaya Oblast,0
2583,Russian Federation,Khabarovskiy Kray,250
2584,Russian Federation,Khakasiya Rep.,0
2585,Russian Federation,Khanty-mansyiskiy Okrug,0
2586,Russian Federation,Kirovskaya Oblast,0
2587,Russian Federation,Komi Rep.,0
2588,Russian Federation,Komi-permyatskiy Okrug,0
2589,Russian Federation,Koryakskiy Okrug,0
2590,Russian Federation,Kostromskaya Oblast,0
2591,Russian Federation,Krasnodarskiy Kray,0
2592,Russian Federation,Krasnoyarskiy Kray,0
2593,Russian Federation,Kurganskaya Oblast,20
2594,Russian Federation,Kurskaya Oblast,0
2595,Russian Federation,Administrative unit not available,0
2596,Russian Federation,Leningradskaya Oblast,0
2597,Russian Federation,Lipetskaya Oblast,0
2598,Russian Federation,Magadanskaya Oblast,0
2599,Russian Federation,Mariy-el Rep.,0
2600,Russian Federation,Mordoviya Rep.,0
2601,Russian Federation,Moskovskaya Oblast,0
2602,Russian Federation,Moskva,0
2603,Russian Federation,Murmanskaya Oblast,0
2604,Russian Federation,Name Unknown,0
2605,Russian Federation,Nenetskiy Okrug,0
2606,Russian Federation,Nizhegorodskaya Oblast,0
2607,Russian Federation,Novgorodskaya Oblast,0
2608,Russian Federation,Novosibirskaya Oblast,4
2609,Russian Federation,Omskaya Oblast,11
2610,Russian Federation,Orenburgskaya Oblast,51
2611,Russian Federation,Orlovskaya Oblast,0
2612,Russian Federation,Penzenskaya Oblast,0
2613,Russian Federation,Permskaya Oblast,0
2614,Russian Federation,Primorskiy Kray,12298
2615,Russian Federation,Pskovskaya Oblast,0
2616,Russian Federation,Rostovskaya Oblast,0
2617,Russian Federation,Ryazanskaya Oblast,0
2618,Russian Federation,Sakha Rep.,0
2619,Russian Federation,Sakhalinskaya Oblast,0
2620,Russian Federation,Samarskaya Oblast,0
2621,Russian Federation,Sankt-peterburg,0
2622,Russian Federation,Saratovskaya Oblast,11
2623,Russian Federation,Severnaya Osetiya-alaniya Rep.,0
2624,Russian Federation,Smolenskaya Oblast,0
2625,Russian Federation,Stavropolskiy Kray,0
2626,Russian Federation,Sverdlovskaya Oblast,0
2627,Russian Federation,Tambovskaya Oblast,0
2628,Russian Federation,Tatarstan Rep.,0
2629,Russian Federation,Taymyrskiy Okrug,0
2630,Russian Federation,Tomskaya Oblast,0
2631,Russian Federation,Tulskaya Oblast,0
2632,Russian Federation,Tverskaya Oblast,0
2633,Russian Federation,Tyumenskaya Oblast,0
2634,Russian Federation,Tyva Rep.,488
2635,Russian Federation,Udmurtiya Rep.,0
2636,Russian Federation,Ulyanovskaya Oblast,0
2637,Russian Federation,Ustordynskiy Buryatskiy Okrug,0
2638,Russian Federation,Vladimirskaya Oblast,0
2639,Russian Federation,Volgogradskaya Oblast,2
2640,Russian Federation,Vologodskaya Oblast,0
2641,Russian Federation,Voronezhskaya Oblast,0
2642,Russian Federation,Yamalo-nenetskiy Okrug,0
2643,Russian Federation,Yaroslavskaya Oblast,0
2644,Russian Federation,Yevreyskaya A. Oblast,279
2645,Slovak Republic,Banska Bystrica,0
2646,Slovak Republic,Bratislava,0
2647,Slovak Republic,Kosice,0
2648,Slovak Republic,Nitra,0
2649,Slovak Republic,Presov,0
2650,Slovak Republic,Trencin,0
2651,Slovak Republic,Trnava,0
2652,Slovak Republic,Zilna,0
2653,Belarus,Brest,0
2654,Belarus,Gomel,0
2655,Belarus,Grodno,0
2656,Belarus,Minsk,0
2657,Belarus,Minsk City,0
2658,Belarus,Mogilev,0
2659,Belarus,Vitebsk,0
2660,Bulgaria,Blagoevgrad,0
2661,Bulgaria,Burgas,86
2662,Bulgaria,Dobrich,0
2663,Bulgaria,Gabrovo,0
2664,Bulgaria,Haskovo,0
2665,Bulgaria,Jambol,13
2666,Bulgaria,Kardzhali,0
2667,Bulgaria,Kustendil,0
2668,Bulgaria,Lovech,0
2669,Bulgaria,Montana,0
2670,Bulgaria,Pazardzhik,0
2671,Bulgaria,Pernik,0
2672,Bulgaria,Pleven,0
2673,Bulgaria,Plovdiv,0
2674,Bulgaria,Razgrad,0
2675,Bulgaria,Ruse,0
2676,Bulgaria,Shumen,0
2677,Bulgaria,Silistra,0
2678,Bulgaria,Sliven,0
2679,Bulgaria,Smoljan,0
2680,Bulgaria,Sofia,0
2681,Bulgaria,Sofia-city,0
2682,Bulgaria,Stara Zagora,0
2683,Bulgaria,Targovishte,0
2684,Bulgaria,Varna,0
2685,Bulgaria,Veliko Tarnovo,0
2686,Bulgaria,Vidin,0
2687,Bulgaria,Vratca,0
2688,Norway,Akershus,0
2689,Norway,Aust-agder,0
2690,Norway,Buskerud,0
2691,Norway,Finnmark,0
2692,Norway,Hedmark,0
2693,Norway,Hordaland,0
2694,Norway,Moere Og Romsdal,0
2695,Norway,Nord-troendelag,0
2696,Norway,Nordland,0
2697,Norway,Oestfold,0
2698,Norway,Oppland,0
2699,Norway,Oslo,0
2700,Norway,Rogaland,0
2701,Norway,Soer-Troendelag,0
2702,Norway,Sogn og Fjordane,0
2703,Norway,Telemark,0
2704,Norway,Troms,0
2705,Norway,Vest-Agder,0
2706,Norway,Vestfold,0
2707,Lithuania,Alytaus,0
2708,Lithuania,Kauno,0
2709,Lithuania,Klaipedos,0
2710,Lithuania,Marijampoles,0
2711,Lithuania,Panevezio,0
2712,Lithuania,Siauliu,0
2713,Lithuania,Taurages,0
2714,Lithuania,Telsiu,0
2715,Lithuania,Utenos,0
2716,Lithuania,Vilniaus,0
2717,Latvia,Aizkraukles,0
2718,Latvia,Aluksnes,0
2719,Latvia,Balvu,0
2720,Latvia,Bauskas,0
2721,Latvia,Cesu,0
2722,Latvia,Daugavpils,0
2723,Latvia,Dobeles,0
2724,Latvia,Gulbenes,0
2725,Latvia,Jekabpils,0
2726,Latvia,Jelgavas,0
2727,Latvia,Kraslavas,0
2728,Latvia,Kuldigas,0
2729,Latvia,Liepajas,0
2730,Latvia,Limbazu,0
2731,Latvia,Ludzas,0
2732,Latvia,Madonas,0
2733,Latvia,Ogres,0
2734,Latvia,Preilu,0
2735,Latvia,Rezeknes,0
2736,Latvia,Rigas,0
2737,Latvia,Saldus,0
2738,Latvia,Talsu,0
2739,Latvia,Tukuma,0
2740,Latvia,Valkas,0
2741,Latvia,Valmieras,0
2742,Latvia,Ventspils,0
2743,Svalbard and Jan Mayen (Nor.),Administrative unit not available,0
2744,Sweden,Blekinge Laen,0
2745,Sweden,Dalarnas Laen,0
2746,Sweden,Gaevleborgs Laen,0
2747,Sweden,Gotlands Laen,0
2748,Sweden,Hallands Laen,0
2749,Sweden,Jaemtlands Laen,0
2750,Sweden,Joenkoepings Laen,0
2751,Sweden,Kalmar Laen,0
2752,Sweden,Kronobergs Laen,0
2753,Sweden,Norrbottens Laen,0
2754,Sweden,Oerebro Laen,0
2755,Sweden,Oestergoetlands Laen,0
2756,Sweden,Skaane Laen,0
2757,Sweden,Soedermanlands Laen,0
2758,Sweden,Stockholms Laen,0
2759,Sweden,Uppsala Laen,0
2760,Sweden,Vaermlands Laen,0
2761,Sweden,Vaesterbottens Laen,0
2762,Sweden,Vaesternorrlands Laen,0
2763,Sweden,Vaestmanlands Laen,0
2764,Sweden,Vaestra Goetalands Laen,0
2765,Iceland,Arnes,0
2766,Iceland,Austur-baroastrandar,0
2767,Iceland,Austur-hunavatns,0
2768,Iceland,Austur-skaftafells,0
2769,Iceland,Borgarfjaroar,0
2770,Iceland,Dala,0
2771,Iceland,Eyjafjaroar,0
2772,Iceland,Gullbringu,0
2773,Iceland,Kjosar,0
2774,Iceland,Myra,0
2775,Iceland,Nordhurland Eystra,0
2776,Iceland,Norour-isafjaroar,0
2777,Iceland,Norour-mùla,0
2778,Iceland,Norour-pingeyjar,0
2779,Iceland,Rangárvalla,0
2780,Iceland,Skagafjaroar,0
2781,Iceland,Snaefellsnes- Og Hna,0
2782,Iceland,Stranda,0
2783,Iceland,Suour-mùla,0
2784,Iceland,Suour-pingeyjar,0
2785,Iceland,Vestur-baroastrandar,0
2786,Iceland,Vestur-hunavatns,0
2787,Iceland,Vestur-isafjaroar,0
2788,Iceland,Vestur-skaftafells,0
2789,Jersey (U.K.),Brelade,0
2790,Jersey (U.K.),Grouville,0
2791,Jersey (U.K.),Saint Helier,0
2792,Jersey (U.K.),Saint John,0
2793,Jersey (U.K.),Saint Lawrence,0
2794,Jersey (U.K.),Saint Martin,0
2795,Jersey (U.K.),Saint Mary,0
2796,Jersey (U.K.),Saint Ouen,0
2797,Jersey (U.K.),Saint Peter,0
2798,Jersey (U.K.),Saint Saviour,0
